Epoch,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Loss
28,1.0,0.8495704,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7787684549887975
29,1.0,0.8381171,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.77765092253685
30,1.0,0.82619834,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7764756456017494
31,1.0,0.816076,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7760336709519228
32,1.0,0.808226,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7759565475086371
33,1.0,0.8020885,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7759021446108818
34,1.0,0.7972444,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7758619325856367
35,1.0,0.79337204,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.775832761079073
36,1.0,0.790528,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7758301148811976
37,1.0,0.78858405,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7758438115318617
38,1.0,0.78731513,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7758529496689638
39,1.0,0.78655213,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7758580309649309
40,1.0,0.78708446,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7758872645596663
41,1.0,0.78804976,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7758624764780203
42,1.0,0.78893846,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7758593671023846
43,1.0,0.78976893,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7758545291920503
44,1.0,0.7905549,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7758514570693175
45,1.0,0.7913064,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7758488915860653
46,1.0,0.79203105,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7758452718456587
47,1.0,0.79273456,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7758427994946638
48,1.0,0.79342103,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7758405618369579
49,1.0,0.7940936,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7758376635611057
50,1.0,0.7944066,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7758362082143625
51,1.0,0.7943023,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7758360244333744
52,1.0,0.7938878,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7758335632582506
53,1.0,0.7936021,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7758346758782864
54,1.0,0.79356647,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7758359188834826
55,1.0,0.7937165,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7758362777531147
56,1.0,0.7940039,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7758367545902729
